DEPOT,CODE,TYPE,GROUP,TEU,STATUS,FOODGRADE,IDLEDAYS,LEASECONTRACT,OWNERSHIP,SOC,BUILDDATE
DEHAM001,COZU3562479,45PW,HC_PALLET_WIDE,2,Out of Fleet,yes,54,,Owned,no,06/12/2019
DEHAM001,CSNU9582981,45PW,HC_PALLET_WIDE,2,Damaged,no,61,,Owned,no,23/06/2002
DEHAM001,MSWU8262826,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,35,,Owned,no,19/06/1984
DEHAM001,HLXU9586487,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,94,,Owned,no,29/08/1994
DEHAM001,MSFU4848731,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,98,,Owned,no,03/08/2008
DEHAM001,HLXU7319327,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,94,,Eligible for offhire,no,14/12/1993
DEHAM001,TLEU1964578,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,54,,Eligible for offhire,no,26/09/2017
DEHAM001,SCMU5220896,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,12,,Owned,no,07/02/1991
DEHAM001,HPJU7709517,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,87,,Owned,no,15/08/2011
DEHAM001,ITAU4196859,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,33,,Eligible for offhire,no,31/12/1991
DEHAM001,CJYU9562894,45PW,HC_PALLET_WIDE,2,Not Blocked,no,75,,Owned,no,25/10/2009
DEHAM001,SCMU6768156,45PW,HC_PALLET_WIDE,2,Damaged,no,28,,Owned,no,28/05/1998
DEHAM001,CSNU7537732,45PW,HC_PALLET_WIDE,2,Not Blocked,no,100,,Owned,no,02/03/2004
DEHAM001,HPJU8141456,45PW,HC_PALLET_WIDE,2,Damaged,no,42,,Owned,no,09/05/2011
DEHAM001,HPJU6805841,45PW,HC_PALLET_WIDE,2,Not Blocked,no,83,,Owned,no,27/11/1980
DEHAM001,TLEU4474442,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,40,,Owned,no,02/07/2002
DEHAM001,HPJU2458368,45PW,HC_PALLET_WIDE,2,Out of Fleet,no,72,,Owned,no,17/10/2007
DEHAM001,HLXU9552829,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,42,,Owned,no,25/02/1983
DEHAM001,MSWU5048996,45PW,HC_PALLET_WIDE,2,Not Blocked,no,5,,Owned,no,24/05/2001
DEHAM001,MSFU5114072,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,39,,Owned,no,03/03/2017
DEHAM001,CSNU1188589,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,35,,Owned,no,06/03/1996
DEHAM001,TLEU4789235,45PW,HC_PALLET_WIDE,2,Not Blocked,no,86,,Owned,no,13/04/1998
DEHAM001,HLXU5656268,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,14,,Owned,no,04/07/1983
DEHAM001,TLEU7304599,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,78,,Owned,no,11/08/1999
DEHAM001,CJYU5317206,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,42,,Owned,no,05/07/2016
DEHAM001,HLBU2057055,45PW,HC_PALLET_WIDE,2,Not Blocked,no,63,,Owned,no,21/09/1996
DEHAM001,SCMU6013487,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,52,,Owned,no,23/03/1999
DEHAM001,MSFU5860869,45PW,HC_PALLET_WIDE,2,Not Blocked,no,70,,Owned,no,14/11/2014
DEHAM001,SCMU3944864,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,66,,Owned,no,25/01/2013
DEHAM001,COZU8897694,45PW,HC_PALLET_WIDE,2,Not Blocked,no,42,,Owned,no,15/12/2003
DEHAM001,HPJU1054079,45PW,HC_PALLET_WIDE,2,Not Blocked,no,98,,Owned,no,06/09/1984
DEHAM001,CSNU4110934,45PW,HC_PALLET_WIDE,2,Not Blocked,no,30,,Owned,no,22/07/2005
DEHAM001,HLBU5019314,45PW,HC_PALLET_WIDE,2,Not Blocked,no,5,,Eligible for offhire,no,16/03/1999
DEHAM001,CSNU7277005,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,13,,Owned,no,11/01/2007
DEHAM001,MSWU7070574,45PW,HC_PALLET_WIDE,2,Not Blocked,no,0,,Owned,no,22/06/2009
DEHAM001,CSQU7236950,45PW,HC_PALLET_WIDE,2,Not Blocked,no,15,,Owned,no,08/02/1983
DEHAM001,MSFU7968453,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,68,,Owned,no,08/03/2019
DEHAM001,HPJU1940504,45PW,HC_PALLET_WIDE,2,Not Blocked,yes,65,,Eligible for offhire,no,16/12/1994
DEHAM001,CSNU6227807,45PW,HC_PALLET_WIDE,2,Not Blocked,no,2,,Owned,no,25/01/1993
DEHAM001,MSFU5050974,45PW,HC_PALLET_WIDE,2,Not Blocked,no,78,,Owned,no,25/01/2016
DEHAM001,CSQU1708882,45PW,HC_PALLET_WIDE,2,Not Blocked,no,78,,Owned,no,07/02/1986
DEHAM001,SCMU5514137,20KL,TANK,1,Not Blocked,yes,86,,Owned,no,08/03/2005
DEHAM001,MSFU3456501,20KL,TANK,1,Not Blocked,no,34,,Owned,no,24/03/1988
DEHAM001,SCMU1954016,20KL,TANK,1,Not Blocked,yes,11,,Eligible for offhire,no,18/06/1981
DEHAM001,HPJU3047558,20KL,TANK,1,Not Blocked,yes,24,,Owned,no,13/12/2010
DEHAM001,ITAU2984110,20KL,TANK,1,Not Blocked,yes,47,,Owned,no,04/05/2000
DEHAM001,MSFU1656434,20KL,TANK,1,Not Blocked,no,3,,Owned,no,31/01/1985
DEHAM001,ITAU4858445,20KL,TANK,1,Not Blocked,yes,61,,Owned,no,11/11/2008
DEHAM001,MRKU7513073,20KL,TANK,1,Not Blocked,no,86,,Owned,no,10/08/1984
DEHAM001,HPJU8759448,20KL,TANK,1,Not Blocked,no,44,,Owned,no,22/11/2008
DEHAM001,SCMU7509232,20KL,TANK,1,Not Blocked,yes,51,,Owned,no,27/10/1985
DEHAM001,CSQU3950276,20KL,TANK,1,Not Blocked,no,42,,Owned,no,28/02/2004
DEHAM001,MSFU2928068,20KL,TANK,1,Not Blocked,yes,68,,Owned,no,01/03/2004
DEHAM001,SCMU5400019,20KL,TANK,1,Not Blocked,yes,63,,Eligible for offhire,no,02/05/1981
DEHAM001,COZU9836985,20KL,TANK,1,Not Blocked,no,60,,Owned,no,05/08/2009
DEHAM001,CSNU1614536,20KL,TANK,1,Not Blocked,no,86,,Owned,no,19/03/2018
DEHAM001,HLBU5091879,20KL,TANK,1,Not Blocked,yes,16,,Owned,no,21/02/2008
DEHAM001,MSFU4282811,20KL,TANK,1,Damaged,yes,16,,Owned,no,08/07/1994
DEHAM001,ITAU5300255,20KL,TANK,1,Not Blocked,yes,86,,Owned,no,13/05/2014
DEHAM001,MSFU7473539,20KL,TANK,1,Not Blocked,yes,83,,Owned,no,18/10/1991
DEHAM001,MSFU3638976,20KL,TANK,1,Not Blocked,no,50,,Owned,no,07/01/2017
DEHAM001,MRKU8551547,20KL,TANK,1,Not Blocked,no,99,,Owned,no,27/03/1998
DEHAM001,SCMU8157587,20KL,TANK,1,Damaged,no,76,,Owned,no,29/07/2019
DEHAM001,MSWU6591841,20KL,TANK,1,Not Blocked,no,92,,Owned,no,20/07/2016
DEHAM001,CSNU1003084,20KL,TANK,1,Not Blocked,yes,55,,Owned,no,12/03/1983
DEHAM001,COZU8881667,20KL,TANK,1,Damaged,no,58,,Owned,no,18/08/1985
DEHAM001,CSNU7724017,20KL,TANK,1,Out of Fleet,no,99,,Owned,no,31/07/2009
DEHAM001,CJYU5687066,20KL,TANK,1,Not Blocked,yes,90,,Owned,no,24/03/2016
DEHAM001,HAMU9166355,20KL,TANK,1,Not Blocked,no,41,,Owned,no,14/02/1986
DEHAM001,HLBU8268061,20KL,TANK,1,Not Blocked,no,67,,Owned,no,21/10/1999
DEHAM001,SCMU6978608,20KL,TANK,1,Not Blocked,no,27,,Owned,no,06/12/1982
DEHAM001,ITAU2518877,20KL,TANK,1,Not Blocked,yes,90,,Owned,no,13/05/1992
DEHAM001,ITAU1800073,20KL,TANK,1,Not Blocked,yes,74,,Owned,no,29/10/1988
DEHAM001,HLBU3607473,20KL,TANK,1,Not Blocked,no,15,,Owned,no,01/11/2008
DEHAM001,MSWU1432908,20KL,TANK,1,Not Blocked,no,9,,Owned,no,01/05/2009
DEHAM001,ITAU5348639,20KL,TANK,1,Not Blocked,no,61,,Owned,no,30/07/1986
DEHAM001,HLXU2820750,20KL,TANK,1,Not Blocked,no,95,,Owned,no,31/08/2013
DEHAM001,CSQU6536608,20KL,TANK,1,Not Blocked,yes,30,,Owned,no,18/06/2004
DEHAM001,ITAU4161511,20KL,TANK,1,Not Blocked,yes,61,,Owned,no,03/12/1980
DEHAM001,TLEU1792089,20KL,TANK,1,Not Blocked,yes,12,,Owned,no,05/11/1994
DEHAM001,MSAU5194240,20KL,TANK,1,Out of Fleet,no,73,,Eligible for offhire,no,09/05/2014
DEHAM001,HLXU7591778,20KL,TANK,1,Not Blocked,no,68,,Owned,no,01/07/2011
DEHAM001,HAMU7557667,20KL,TANK,1,Not Blocked,yes,47,,Owned,no,23/07/2001
DEHAM001,MRKU8288485,20KL,TANK,1,Not Blocked,yes,29,,Owned,no,17/01/2011
DEHAM001,COZU8287955,20KL,TANK,1,Not Blocked,no,0,,Owned,no,05/05/1988
DEHAM001,HLXU2608953,20KL,TANK,1,Not Blocked,yes,20,,Owned,no,30/05/2001
DEHAM001,MRKU6389593,20KL,TANK,1,Not Blocked,yes,5,,Owned,no,08/07/2006
DEHAM001,ITAU7302393,20KL,TANK,1,Not Blocked,no,15,,Owned,no,25/04/1984
DEHAM001,HAMU5708917,20KL,TANK,1,Not Blocked,no,39,,Owned,no,10/01/1996
DEHAM001,HLXU1922576,20KL,TANK,1,Not Blocked,yes,53,,Eligible for offhire,no,18/06/1992
DEHAM001,HLBU1524411,20KL,TANK,1,Out of Fleet,no,66,,Owned,no,11/05/2014
DEHAM001,TLEU8525223,20KL,TANK,1,Not Blocked,no,5,,Owned,no,30/05/2012
DEHAM001,MSAU7098035,20KL,TANK,1,Not Blocked,no,90,,Owned,no,09/06/2017
DEHAM001,TLEU6883789,20KL,TANK,1,Not Blocked,yes,17,,Owned,no,11/09/2006
DEHAM001,TLEU4564177,20KL,TANK,1,Not Blocked,no,94,,Owned,no,19/09/2000
DEHAM001,MRKU9059114,20KL,TANK,1,Not Blocked,yes,79,,Owned,no,14/01/1991
DEHAM001,CSQU6150318,20KL,TANK,1,Not Blocked,no,85,,Owned,no,29/06/2017
DEHAM001,COZU5018094,20KL,TANK,1,Not Blocked,no,52,,Owned,no,02/01/1993
DEHAM002,MSWU8192687,20GP,STANDARD,1,Damaged,no,38,,Eligible for offhire,no,08/11/2018
DEHAM002,CSQU6975426,20GP,STANDARD,1,Not Blocked,yes,8,,Owned,no,05/08/2005
DEHAM002,MSWU1973590,20GP,STANDARD,1,Not Blocked,yes,3,,Eligible for offhire,no,10/06/1992
DEHAM002,MSFU3169378,20GP,STANDARD,1,Not Blocked,no,6,,Owned,no,13/04/1989
DEHAM002,MSAU6268925,20GP,STANDARD,1,Not Blocked,no,91,,Owned,no,03/08/2004
DEHAM002,COZU9001844,20GP,STANDARD,1,Not Blocked,yes,91,,Owned,no,26/08/2018
DEHAM002,TLEU8379864,20GP,STANDARD,1,Not Blocked,yes,0,,Owned,no,06/06/2016
DEHAM002,MSFU3826993,20GP,STANDARD,1,Not Blocked,no,34,,Owned,no,06/04/1981
DEHAM002,HLXU9502058,20GP,STANDARD,1,Not Blocked,yes,56,,Owned,no,16/04/2013
DEHAM002,HAMU3929223,20GP,STANDARD,1,Not Blocked,yes,86,,Owned,no,29/04/2009
DEHAM002,COZU1483187,20GP,STANDARD,1,Not Blocked,yes,30,,Owned,no,18/06/2018
DEHAM002,MSWU1839574,20GP,STANDARD,1,Not Blocked,yes,89,,Owned,no,20/03/2012
DEHAM002,HPJU5868074,20GP,STANDARD,1,Not Blocked,no,47,,Owned,no,30/08/2014
DEHAM002,HLBU4808376,20GP,STANDARD,1,Not Blocked,no,38,,Owned,no,29/06/2009
DEHAM002,MSWU3627245,20GP,STANDARD,1,Out of Fleet,no,27,,Owned,no,31/05/1991
DEHAM002,HPJU4527219,20GP,STANDARD,1,Not Blocked,no,51,,Eligible for offhire,no,02/11/2017
DEHAM002,HLBU7641924,20GP,STANDARD,1,Out of Fleet,yes,14,,Eligible for offhire,no,10/10/2015
DEHAM002,HAMU9181850,20GP,STANDARD,1,Damaged,no,100,,Owned,no,19/12/2006
DEHAM002,TLEU3709947,20GP,STANDARD,1,Not Blocked,yes,84,,Owned,no,12/04/2018
DEHAM002,HPJU1819319,20GP,STANDARD,1,Damaged,yes,72,,Eligible for offhire,no,01/04/2008
DEHAM002,HPJU9941115,20GP,STANDARD,1,Not Blocked,no,25,,Owned,no,05/08/1983
DEHAM002,HPJU8576165,20GP,STANDARD,1,Not Blocked,yes,72,,Owned,no,30/04/1991
DEHAM002,MSFU8563981,20GP,STANDARD,1,Damaged,yes,33,,Owned,no,12/07/2005
DEHAM002,MSFU8627009,20GP,STANDARD,1,Not Blocked,no,43,,Owned,no,17/08/2004
DEHAM002,MSFU7413822,20GP,STANDARD,1,Not Blocked,no,21,,Owned,no,20/12/2007
DEHAM002,MSWU4478408,20GP,STANDARD,1,Not Blocked,yes,3,,Owned,no,30/08/2012
DEHAM002,COZU2584581,20GP,STANDARD,1,Damaged,no,21,,Owned,no,03/12/1995
DEHAM002,HLXU4207820,20GP,STANDARD,1,Not Blocked,no,33,,Owned,no,28/09/1999
DEHAM002,HLXU9562290,20GP,STANDARD,1,Not Blocked,no,56,,Owned,no,26/06/2009
DEHAM002,ITAU5935101,20GP,STANDARD,1,Not Blocked,yes,4,,Owned,no,30/09/1999
DEHAM002,COZU2317945,20GP,STANDARD,1,Not Blocked,no,46,,Owned,no,08/06/1984
DEHAM002,MSWU4542816,20GP,STANDARD,1,Damaged,no,74,,Owned,no,24/11/2005
DEHAM002,HLBU4870623,20GP,STANDARD,1,Not Blocked,no,58,,Owned,no,30/10/1997
DEHAM002,HPJU7238268,20GP,STANDARD,1,Not Blocked,no,93,,Owned,no,10/11/1988
DEHAM002,TLEU6730018,20GP,STANDARD,1,Not Blocked,yes,70,,Owned,no,09/08/1980
DEHAM002,MSFU6826505,20GP,STANDARD,1,Not Blocked,no,79,,Owned,no,19/12/2012
DEHAM002,MSFU6254766,20GP,STANDARD,1,Not Blocked,no,56,,Owned,no,29/07/1998
DEHAM002,ITAU5505486,20GP,STANDARD,1,Not Blocked,yes,89,,Owned,no,30/12/2013
DEHAM002,COZU2376185,20GP,STANDARD,1,Not Blocked,no,19,,Owned,no,09/04/1992
DEHAM002,HLXU3952165,20GP,STANDARD,1,Not Blocked,no,93,,Owned,no,25/02/2015
DEHAM002,HPJU2531172,20GP,STANDARD,1,Not Blocked,yes,62,,Owned,no,17/04/2012
DEHAM002,CJYU2978052,20GP,STANDARD,1,Not Blocked,yes,32,,Owned,no,09/09/1982
DEHAM002,TLEU1197762,20GP,STANDARD,1,Not Blocked,no,75,,Eligible for offhire,no,11/10/2014
DEHAM002,TLEU7669110,20GP,STANDARD,1,Not Blocked,no,40,,Owned,no,09/03/2011
DEHAM002,MRKU1394511,20GP,STANDARD,1,Not Blocked,no,80,,Owned,no,11/02/1996
DEHAM002,SCMU8799239,20GP,STANDARD,1,Not Blocked,yes,10,,Owned,no,09/07/1986
DEHAM002,MSFU4847501,20GP,STANDARD,1,Not Blocked,no,1,,Owned,no,15/05/2008
DEHAM002,CJYU3928644,20GP,STANDARD,1,Not Blocked,yes,72,,Owned,no,16/06/1990
DEHAM002,HLXU7952921,20GP,STANDARD,1,Not Blocked,yes,83,,Owned,no,09/06/2015
DEHAM002,COZU8028170,20GP,STANDARD,1,Damaged,yes,9,,Owned,no,05/10/1989
DEHAM002,ITAU7056954,20GP,STANDARD,1,Not Blocked,no,70,,Owned,no,15/02/1990
DEHAM002,COZU6348210,20GP,STANDARD,1,Not Blocked,no,9,,Owned,no,07/08/1989
DEHAM002,MRKU8598925,20GP,STANDARD,1,Not Blocked,yes,2,,Owned,no,01/06/1995
DEHAM002,SCMU3743293,20GP,STANDARD,1,Not Blocked,yes,96,,Owned,no,08/01/2005
DEHAM002,MSFU4745648,20GP,STANDARD,1,Not Blocked,no,69,,Owned,no,20/06/1993
DEHAM002,MSWU6530661,20GP,STANDARD,1,Not Blocked,yes,30,,Owned,no,13/02/1983
DEHAM002,CSQU5702640,20GP,STANDARD,1,Not Blocked,no,92,,Owned,no,21/11/2002
DEHAM002,MSAU8841618,20GP,STANDARD,1,Not Blocked,yes,73,,Owned,no,11/04/1980
DEHAM002,HLXU6658304,20GP,STANDARD,1,Not Blocked,yes,45,,Owned,no,04/11/2007
DEHAM002,CSNU6620929,20GP,STANDARD,1,Not Blocked,yes,40,,Owned,no,13/05/2018
DEHAM002,ITAU2887768,20GP,STANDARD,1,Not Blocked,yes,55,,Owned,no,15/12/1993
DEHAM002,HPJU4848103,20GP,STANDARD,1,Damaged,yes,82,,Owned,no,14/08/1997
DEHAM002,COZU3842663,20GP,STANDARD,1,Not Blocked,yes,37,,Owned,no,01/09/2005
DEHAM002,CSNU3666989,20GP,STANDARD,1,Not Blocked,yes,0,,Owned,no,27/09/2010
DEHAM002,HAMU8993658,20GP,STANDARD,1,Not Blocked,yes,66,,Owned,no,15/11/2008
DEHAM002,MSWU9703281,20GP,STANDARD,1,Damaged,no,22,,Owned,no,24/08/1985
DEHAM002,HAMU8489816,20GP,STANDARD,1,Damaged,no,39,,Owned,no,11/12/2013
DEHAM002,HPJU8357587,20GP,STANDARD,1,Not Blocked,no,27,,Owned,no,04/06/2012
DEHAM002,CSQU6105195,20GP,STANDARD,1,Not Blocked,no,5,,Eligible for offhire,no,18/04/1987
DEHAM002,ITAU6670500,20GP,STANDARD,1,Not Blocked,yes,74,,Owned,no,08/10/2009
DEHAM002,CJYU3989362,20GP,STANDARD,1,Not Blocked,yes,97,,Owned,no,23/02/2019
DEHAM002,HLBU8001345,20GP,STANDARD,1,Not Blocked,no,4,,Owned,no,30/11/2015
DEHAM002,HPJU9615111,20GP,STANDARD,1,Not Blocked,yes,77,,Owned,no,24/02/1979
DEHAM002,ITAU5547621,20GP,STANDARD,1,Not Blocked,yes,39,,Owned,no,13/07/1994
DEHAM002,MSWU4539642,20GP,STANDARD,1,Not Blocked,no,95,,Owned,no,10/07/1996
DEHAM002,ITAU2750930,20GP,STANDARD,1,Not Blocked,yes,66,,Owned,no,05/09/1997
DEHAM002,ITAU8891090,20GP,STANDARD,1,Not Blocked,yes,16,,Owned,no,13/02/1990
DEHAM002,CJYU2863892,20GP,STANDARD,1,Not Blocked,yes,29,,Owned,no,18/03/1991
DEHAM002,MSWU1188241,20GP,STANDARD,1,Out of Fleet,no,77,,Owned,no,16/11/2000
DEHAM002,MSFU3483237,20GP,STANDARD,1,Not Blocked,yes,74,,Owned,no,20/11/2013
DEHAM002,MSAU1175524,40GP,STANDARD,2,Out of Fleet,no,79,,Owned,no,18/03/1983
DEHAM002,ITAU6831135,40GP,STANDARD,2,Not Blocked,yes,41,,Owned,no,10/12/2006
DEHAM002,COZU9555624,40GP,STANDARD,2,Out of Fleet,no,19,,Owned,no,22/08/2000
DEHAM002,HLBU9487506,40GP,STANDARD,2,Not Blocked,yes,79,,Owned,no,13/11/1984
DEHAM002,CSQU3255909,40GP,STANDARD,2,Not Blocked,no,94,,Owned,no,14/03/2006
DEHAM002,MSAU4526919,40GP,STANDARD,2,Not Blocked,yes,60,,Eligible for offhire,no,17/09/1994
DEHAM002,HAMU6065387,40GP,STANDARD,2,Not Blocked,no,65,,Owned,no,22/02/1990
DEHAM002,HPJU5815306,40GP,STANDARD,2,Damaged,yes,100,,Owned,no,21/06/1983
DEHAM002,MSWU6931393,40GP,STANDARD,2,Not Blocked,yes,52,,Owned,no,23/05/1984
DEHAM002,ITAU1820117,40GP,STANDARD,2,Not Blocked,yes,53,,Owned,no,02/01/1982
DEHAM002,MSAU4156804,40GP,STANDARD,2,Not Blocked,yes,19,,Owned,no,24/01/2001
DEHAM002,CSNU6244342,40GP,STANDARD,2,Out of Fleet,yes,14,,Owned,no,13/02/1993
DEHAM002,COZU4287414,40GP,STANDARD,2,Not Blocked,no,54,,Owned,no,08/07/1997
DEHAM002,SCMU1391081,40GP,STANDARD,2,Damaged,no,90,,Owned,no,23/02/1988
DEHAM002,ITAU5038059,40GP,STANDARD,2,Not Blocked,no,43,,Owned,no,27/01/1989
DEHAM002,SCMU6964792,40GP,STANDARD,2,Not Blocked,yes,90,,Owned,no,23/09/1992
DEHAM002,SCMU7940529,40GP,STANDARD,2,Not Blocked,yes,74,,Owned,no,26/09/2013
DEHAM002,MSFU6768361,40GP,STANDARD,2,Not Blocked,no,8,,Owned,no,23/05/2015
DEHAM002,MSAU9192806,40GP,STANDARD,2,Not Blocked,yes,86,,Eligible for offhire,no,15/07/1980
DEHAM002,MSWU6775470,40GP,STANDARD,2,Not Blocked,yes,66,,Owned,no,16/08/1997
DEHAM002,HLBU5998476,40GP,STANDARD,2,Not Blocked,no,38,,Owned,no,03/06/2019
DEHAM002,MSFU6372784,40GP,STANDARD,2,Not Blocked,yes,95,,Owned,no,24/07/1997
DEHAM002,HLBU8796199,40GP,STANDARD,2,Not Blocked,no,10,,Eligible for offhire,no,17/10/2015
DEHAM002,MRKU5869886,40GP,STANDARD,2,Not Blocked,no,29,,Owned,no,09/09/2012
DEHAM002,HPJU7589050,40GP,STANDARD,2,Not Blocked,yes,88,,Owned,no,13/04/2017
DEHAM002,MSWU5406827,40GP,STANDARD,2,Not Blocked,yes,1,,Owned,no,03/03/2014
DEHAM002,CJYU1600226,40GP,STANDARD,2,Not Blocked,yes,23,,Owned,no,08/09/1986
DEHAM002,CSNU6994731,40GP,STANDARD,2,Not Blocked,no,100,,Owned,no,28/07/1989
DEHAM002,ITAU6819731,40GP,STANDARD,2,Damaged,no,26,,Eligible for offhire,no,19/01/2007
DEHAM002,MSAU6702881,40GP,STANDARD,2,Damaged,no,16,,Owned,no,21/02/1999
DEHAM002,MRKU8560360,40GP,STANDARD,2,Not Blocked,yes,20,,Owned,no,25/12/2002
DEHAM002,ITAU8039301,40GP,STANDARD,2,Not Blocked,yes,42,,Owned,no,17/03/2002
DEHAM002,MRKU9878236,40GP,STANDARD,2,Not Blocked,yes,16,,Owned,no,17/11/1986
DEHAM002,MSAU2619920,40GP,STANDARD,2,Not Blocked,yes,14,,Eligible for offhire,no,10/02/1982
DEHAM002,TLEU9351360,40GP,STANDARD,2,Not Blocked,yes,97,,Owned,no,22/01/2016
DEHAM002,HLXU6959682,40GP,STANDARD,2,Not Blocked,no,21,,Owned,no,01/04/1980
DEHAM002,ITAU9102398,40HC,STANDARD,2,Not Blocked,yes,20,,Owned,no,28/11/1990
DEHAM002,COZU6022107,40HC,STANDARD,2,Not Blocked,no,42,,Owned,no,30/11/1996
DEHAM002,CSNU5008216,40HC,STANDARD,2,Not Blocked,no,5,,Owned,no,15/06/2004
DEHAM002,MSAU2340350,40HC,STANDARD,2,Not Blocked,no,75,,Owned,no,15/02/1988
DEHAM002,SCMU2636234,40HC,STANDARD,2,Not Blocked,no,83,,Owned,no,17/09/1982
DEHAM002,CJYU3830164,40HC,STANDARD,2,Not Blocked,no,62,,Owned,no,18/03/1991
DEHAM002,HLXU4023975,40HC,STANDARD,2,Not Blocked,yes,30,,Owned,no,24/08/2008
DEHAM002,ITAU3805016,40HC,STANDARD,2,Not Blocked,yes,96,,Owned,no,07/08/1998
DEHAM002,MSFU2876634,40HC,STANDARD,2,Not Blocked,yes,30,,Owned,no,03/01/2018
DEHAM002,ITAU3987256,40HC,STANDARD,2,Not Blocked,yes,60,,Owned,no,10/06/1985
DEHAM002,MSAU5042155,40HC,STANDARD,2,Not Blocked,yes,27,,Owned,no,31/03/1994
DEHAM002,TLEU1985003,40HC,STANDARD,2,Not Blocked,no,74,,Eligible for offhire,no,06/07/2013
DEHAM002,CJYU5851393,40HC,STANDARD,2,Not Blocked,yes,16,,Owned,no,13/04/1999
DEHAM002,MSFU8629055,40HC,STANDARD,2,Not Blocked,no,14,,Owned,no,10/10/1998
DEHAM002,MSFU1408392,40HC,STANDARD,2,Not Blocked,yes,94,,Owned,no,29/10/1989
DEHAM002,SCMU1823802,40HC,STANDARD,2,Not Blocked,yes,87,,Owned,no,21/07/2010
DEHAM002,COZU2779577,40HC,STANDARD,2,Not Blocked,no,75,,Owned,no,26/08/2007
DEHAM002,MSAU3879315,40HC,STANDARD,2,Not Blocked,yes,100,,Owned,no,14/03/1995
DEHAM002,CSNU1681931,40HC,STANDARD,2,Damaged,no,66,,Eligible for offhire,no,18/07/2008
DEHAM002,MRKU2957997,40HC,STANDARD,2,Not Blocked,no,94,,Owned,no,26/09/1996
DEHAM002,ITAU6588960,40HC,STANDARD,2,Not Blocked,no,75,,Owned,no,17/12/2003
DEHAM002,MSAU8787876,40HC,STANDARD,2,Not Blocked,no,49,,Owned,no,23/06/1980
DEHAM002,COZU8069079,40HC,STANDARD,2,Not Blocked,yes,14,,Owned,no,21/12/2010
DEHAM002,CJYU2998428,40HC,STANDARD,2,Not Blocked,no,97,,Owned,no,18/07/1991
DEHAM002,MSAU5984065,40HC,STANDARD,2,Not Blocked,yes,64,,Owned,no,13/01/2016
DEHAM002,HLXU5836730,40HC,STANDARD,2,Not Blocked,no,61,,Owned,no,14/06/2017
DEHAM002,MSAU5140067,40HC,STANDARD,2,Not Blocked,yes,73,,Owned,no,14/10/2009
DEHAM002,SCMU5373097,40HC,STANDARD,2,Not Blocked,no,7,,Owned,no,19/02/2004
DEHAM002,ITAU7431040,40HC,STANDARD,2,Not Blocked,no,2,,Owned,no,09/10/1982
DEHAM002,MSAU1705432,40HC,STANDARD,2,Not Blocked,no,12,,Owned,no,30/01/1994
DEHAM002,HPJU8195384,40HC,STANDARD,2,Damaged,no,53,,Eligible for offhire,no,16/11/1996
DEHAM002,ITAU2797282,40HC,STANDARD,2,Not Blocked,no,39,,Owned,no,21/02/1993
DEHAM002,HAMU9213036,40HC,STANDARD,2,Not Blocked,no,42,,Owned,no,03/01/1980
DEHAM002,CSQU3196909,40HC,STANDARD,2,Not Blocked,yes,60,,Eligible for offhire,no,24/05/2000
DEHAM002,HAMU8850975,40HC,STANDARD,2,Not Blocked,yes,89,,Owned,no,18/05/2018
DEHAM002,HPJU5501610,40HC,STANDARD,2,Not Blocked,yes,93,,Owned,no,22/01/1982
DEHAM002,HLXU3030428,40HC,STANDARD,2,Not Blocked,yes,76,,Owned,no,04/10/1996
DEHAM002,HLXU1068618,40HC,STANDARD,2,Not Blocked,no,33,,Owned,no,26/11/1987
DEHAM002,HAMU7774584,40HC,STANDARD,2,Not Blocked,no,25,,Owned,no,20/01/1986
DEHAM002,TLEU9892404,40HC,STANDARD,2,Out of Fleet,no,2,,Owned,no,18/01/2012
DEHAM002,MSFU2380504,40HC,STANDARD,2,Not Blocked,yes,68,,Owned,no,13/08/1993
DEHAM002,COZU8585965,40HC,STANDARD,2,Not Blocked,yes,85,,Owned,no,04/09/1980
DEHAM002,CSNU2887676,40HC,STANDARD,2,Not Blocked,no,74,,Owned,no,29/06/2008
DEHAM002,COZU2603115,40HC,STANDARD,2,Not Blocked,no,64,,Owned,no,13/12/1996
DEHAM002,HAMU6722309,40HC,STANDARD,2,Not Blocked,yes,60,,Owned,no,02/06/1992
DEHAM002,MRKU6622941,40HC,STANDARD,2,Not Blocked,yes,61,,Owned,no,01/05/2002
